,nearest_dist_head2head,nearest_dist_head2bottom,nearest_dist_head2body,nearest_dist_bottom2head
data/img0627.png,232.47072215227448,241.1814269631887,230.72477110184775,516.442243835649
data/img0628.png,inf,inf,inf,490.7408054136114
data/img0629.png,inf,inf,inf,inf
data/img0630.png,inf,inf,inf,inf
data/img0631.png,inf,inf,inf,inf
data/img0632.png,inf,inf,inf,inf
data/img0633.png,inf,inf,inf,inf
data/img0634.png,inf,inf,inf,inf
data/img0635.png,inf,inf,inf,inf
data/img0636.png,inf,inf,inf,inf
data/img0637.png,inf,inf,inf,inf
data/img0638.png,inf,inf,inf,318.2248521061796
data/img0639.png,inf,inf,inf,298.5881270546435
data/img0640.png,inf,inf,inf,264.44563089224965
data/img0641.png,inf,inf,inf,258.44212136956327
data/img0642.png,inf,inf,inf,268.4875681628481
data/img0644.png,inf,inf,inf,283.8316163115027
data/img0645.png,inf,inf,inf,297.3326366512766
data/img0646.png,inf,inf,inf,332.78694760762477
data/img0647.png,inf,inf,inf,366.33802950007805
data/img0648.png,inf,inf,inf,379.1655502402611
data/img0649.png,inf,inf,inf,385.66807845348046
data/img0650.png,inf,inf,inf,341.89160096293693
data/img0651.png,inf,inf,inf,487.4217926108762
data/img0652.png,inf,inf,inf,487.9721607725176
data/img0653.png,inf,inf,inf,513.8345485552717
data/img0654.png,inf,inf,inf,532.0064819990449
data/img0655.png,inf,inf,inf,inf
data/img0656.png,inf,377.73004069705627,421.64602869231436,inf
data/img0657.png,740.3778475589338,404.098964336708,435.6629757564901,476.8015943303882
data/img0658.png,814.3412410586855,453.8357513958106,463.81659172133965,505.3024891211206
data/img0659.png,867.4741693497275,497.5341228277715,502.33559636760754,558.7896499479924
data/img0660.png,870.5753307887836,574.1170246953143,514.606633114071,544.2517528579949
data/img0661.png,853.0109866168197,618.5312713913501,538.6757094950541,567.0911476808645
data/img0662.png,757.746544550353,522.9284160915334,489.3412624253141,580.5503859080624
data/img0663.png,712.3229325088446,470.53981897922307,506.9968047236589,605.1397558324854
data/img0664.png,inf,inf,inf,614.1922820167965
data/img0665.png,inf,inf,inf,703.283660678961
data/img0666.png,inf,inf,inf,31.65569662793738
data/img0667.png,inf,inf,inf,154.95402546884665
data/img0668.png,inf,inf,inf,306.3362616619194
data/img0669.png,inf,inf,inf,385.0421632094334
data/img0670.png,inf,inf,inf,404.99916049295706
data/img0671.png,inf,inf,inf,303.0163442605035
data/img0672.png,inf,inf,inf,222.93213301137166
data/img0673.png,634.8974578693792,586.1081535390888,474.18642878618965,208.18142993312352
data/img0674.png,547.445091310535,639.1506803391513,502.0161513118874,213.24860217361342
data/img0675.png,190.60754561401825,689.8106102728487,560.0095349982892,271.03452178643215
data/img0676.png,178.76999350562082,623.5485546451055,493.07070486898755,233.36437827783396
data/img0677.png,170.43004429970577,505.0232589584363,355.40195635083387,242.7704334922191
